,HOY,DOY,Month,Day,Hour,Load
2016-06-04 14:00:00,3735,156,6,5,15,220
2016-06-04 15:00:00,3736,156,6,5,16,230
2016-06-04 16:00:00,3737,156,6,5,17,230
2016-06-04 17:00:00,3738,156,6,5,18,230
2016-06-04 18:00:00,3739,156,6,5,19,210
2016-06-04 19:00:00,3740,156,6,5,20,220
2016-06-04 20:00:00,3741,156,6,5,21,240
2016-06-04 21:00:00,3742,156,6,5,22,220
2016-06-04 22:00:00,3743,156,6,5,23,210
2016-06-04 23:00:00,3744,156,6,5,24,210
2016-06-05 00:00:00,3745,157,6,6,1,170
2016-06-05 01:00:00,3746,157,6,6,2,150
2016-06-05 02:00:00,3747,157,6,6,3,130
2016-06-05 03:00:00,3748,157,6,6,4,120
2016-06-05 04:00:00,3749,157,6,6,5,120
2016-06-05 05:00:00,3750,157,6,6,6,120
2016-06-05 06:00:00,3751,157,6,6,7,140
2016-06-05 07:00:00,3752,157,6,6,8,150
2016-06-05 08:00:00,3753,157,6,6,9,190
2016-06-05 09:00:00,3754,157,6,6,10,200
2016-06-05 10:00:00,3755,157,6,6,11,200
2016-06-05 11:00:00,3756,157,6,6,12,230
2016-06-05 12:00:00,3757,157,6,6,13,240
2016-06-05 13:00:00,3758,157,6,6,14,200
2016-06-05 14:00:00,3759,157,6,6,15,220
2016-06-05 15:00:00,3760,157,6,6,16,230
2016-06-05 16:00:00,3761,157,6,6,17,230
2016-06-05 17:00:00,3762,157,6,6,18,230
2016-06-05 18:00:00,3763,157,6,6,19,210
2016-06-05 19:00:00,3764,157,6,6,20,220
2016-06-05 20:00:00,3765,157,6,6,21,240
2016-06-05 21:00:00,3766,157,6,6,22,220
2016-06-05 22:00:00,3767,157,6,6,23,210
2016-06-05 23:00:00,3768,157,6,6,24,210
2016-06-06 00:00:00,3769,158,6,7,1,170
2016-06-06 01:00:00,3770,158,6,7,2,150
2016-06-06 02:00:00,3771,158,6,7,3,130
2016-06-06 03:00:00,3772,158,6,7,4,120
2016-06-06 04:00:00,3773,158,6,7,5,120
2016-06-06 05:00:00,3774,158,6,7,6,120
2016-06-06 06:00:00,3775,158,6,7,7,140
2016-06-06 07:00:00,3776,158,6,7,8,150
2016-06-06 08:00:00,3777,158,6,7,9,190
2016-06-06 09:00:00,3778,158,6,7,10,200
2016-06-06 10:00:00,3779,158,6,7,11,200
2016-06-06 11:00:00,3780,158,6,7,12,230
2016-06-06 12:00:00,3781,158,6,7,13,240
2016-06-06 13:00:00,3782,158,6,7,14,200
2016-06-06 14:00:00,3783,158,6,7,15,220
2016-06-06 15:00:00,3784,158,6,7,16,230
2016-06-06 16:00:00,3785,158,6,7,17,230
2016-06-06 17:00:00,3786,158,6,7,18,230
2016-06-06 18:00:00,3787,158,6,7,19,210
2016-06-06 19:00:00,3788,158,6,7,20,220
2016-06-06 20:00:00,3789,158,6,7,21,240
2016-06-06 21:00:00,3790,158,6,7,22,220
2016-06-06 22:00:00,3791,158,6,7,23,210
2016-06-06 23:00:00,3792,158,6,7,24,210
2016-06-07 00:00:00,3793,159,6,8,1,170
2016-06-07 01:00:00,3794,159,6,8,2,150
2016-06-07 02:00:00,3795,159,6,8,3,130
2016-06-07 03:00:00,3796,159,6,8,4,120
2016-06-07 04:00:00,3797,159,6,8,5,120
2016-06-07 05:00:00,3798,159,6,8,6,120
2016-06-07 06:00:00,3799,159,6,8,7,140
2016-06-07 07:00:00,3800,159,6,8,8,150
2016-06-07 08:00:00,3801,159,6,8,9,190
2016-06-07 09:00:00,3802,159,6,8,10,200
2016-06-07 10:00:00,3803,159,6,8,11,200
2016-06-07 11:00:00,3804,159,6,8,12,230
2016-06-07 12:00:00,3805,159,6,8,13,240
2016-06-07 13:00:00,3806,159,6,8,14,200
2016-06-07 14:00:00,3807,159,6,8,15,220
2016-06-07 15:00:00,3808,159,6,8,16,230
2016-06-07 16:00:00,3809,159,6,8,17,230
2016-06-07 17:00:00,3810,159,6,8,18,230
2016-06-07 18:00:00,3811,159,6,8,19,210
2016-06-07 19:00:00,3812,159,6,8,20,220
2016-06-07 20:00:00,3813,159,6,8,21,240
2016-06-07 21:00:00,3814,159,6,8,22,220
2016-06-07 22:00:00,3815,159,6,8,23,210
2016-06-07 23:00:00,3816,159,6,8,24,210
2016-06-08 00:00:00,3817,160,6,9,1,170
2016-06-08 01:00:00,3818,160,6,9,2,150
2016-06-08 02:00:00,3819,160,6,9,3,130
2016-06-08 03:00:00,3820,160,6,9,4,120
2016-06-08 04:00:00,3821,160,6,9,5,120
2016-06-08 05:00:00,3822,160,6,9,6,120
2016-06-08 06:00:00,3823,160,6,9,7,140
2016-06-08 07:00:00,3824,160,6,9,8,150
2016-06-08 08:00:00,3825,160,6,9,9,190
2016-06-08 09:00:00,3826,160,6,9,10,200
2016-06-08 10:00:00,3827,160,6,9,11,200
2016-06-08 11:00:00,3828,160,6,9,12,230
2016-06-08 12:00:00,3829,160,6,9,13,240
2016-06-08 13:00:00,3830,160,6,9,14,200
2016-06-08 14:00:00,3831,160,6,9,15,220
2016-06-08 15:00:00,3832,160,6,9,16,230
2016-06-08 16:00:00,3833,160,6,9,17,230
2016-06-08 17:00:00,3834,160,6,9,18,230
2016-06-08 18:00:00,3835,160,6,9,19,210
2016-06-08 19:00:00,3836,160,6,9,20,220
2016-06-08 20:00:00,3837,160,6,9,21,240
2016-06-08 21:00:00,3838,160,6,9,22,220
2016-06-08 22:00:00,3839,160,6,9,23,210
2016-06-08 23:00:00,3840,160,6,9,24,210
2016-06-09 00:00:00,3841,161,6,10,1,170
2016-06-09 01:00:00,3842,161,6,10,2,150
2016-06-09 02:00:00,3843,161,6,10,3,130
2016-06-09 03:00:00,3844,161,6,10,4,120
2016-06-09 04:00:00,3845,161,6,10,5,120
2016-06-09 05:00:00,3846,161,6,10,6,120
2016-06-09 06:00:00,3847,161,6,10,7,140
2016-06-09 07:00:00,3848,161,6,10,8,150
2016-06-09 08:00:00,3849,161,6,10,9,190
2016-06-09 09:00:00,3850,161,6,10,10,200
2016-06-09 10:00:00,3851,161,6,10,11,200
2016-06-09 11:00:00,3852,161,6,10,12,230
2016-06-09 12:00:00,3853,161,6,10,13,240
2016-06-09 13:00:00,3854,161,6,10,14,200
2016-06-09 14:00:00,3855,161,6,10,15,220
2016-06-09 15:00:00,3856,161,6,10,16,230
2016-06-09 16:00:00,3857,161,6,10,17,230
2016-06-09 17:00:00,3858,161,6,10,18,230
2016-06-09 18:00:00,3859,161,6,10,19,210
2016-06-09 19:00:00,3860,161,6,10,20,220
2016-06-09 20:00:00,3861,161,6,10,21,240
2016-06-09 21:00:00,3862,161,6,10,22,220
2016-06-09 22:00:00,3863,161,6,10,23,210
2016-06-09 23:00:00,3864,161,6,10,24,210
2016-06-10 00:00:00,3865,162,6,11,1,170
2016-06-10 01:00:00,3866,162,6,11,2,150
2016-06-10 02:00:00,3867,162,6,11,3,130
2016-06-10 03:00:00,3868,162,6,11,4,120
2016-06-10 04:00:00,3869,162,6,11,5,120
2016-06-10 05:00:00,3870,162,6,11,6,120
2016-06-10 06:00:00,3871,162,6,11,7,140
2016-06-10 07:00:00,3872,162,6,11,8,150
2016-06-10 08:00:00,3873,162,6,11,9,190
2016-06-10 09:00:00,3874,162,6,11,10,200
2016-06-10 10:00:00,3875,162,6,11,11,200
2016-06-10 11:00:00,3876,162,6,11,12,230
2016-06-10 12:00:00,3877,162,6,11,13,240
2016-06-10 13:00:00,3878,162,6,11,14,200
2016-06-10 14:00:00,3879,162,6,11,15,220
2016-06-10 15:00:00,3880,162,6,11,16,230
2016-06-10 16:00:00,3881,162,6,11,17,230
2016-06-10 17:00:00,3882,162,6,11,18,230
2016-06-10 18:00:00,3883,162,6,11,19,210
2016-06-10 19:00:00,3884,162,6,11,20,220
2016-06-10 20:00:00,3885,162,6,11,21,240
2016-06-10 21:00:00,3886,162,6,11,22,220
2016-06-10 22:00:00,3887,162,6,11,23,210
2016-06-10 23:00:00,3888,162,6,11,24,210
2016-06-11 00:00:00,3889,163,6,12,1,170
2016-06-11 01:00:00,3890,163,6,12,2,150
2016-06-11 02:00:00,3891,163,6,12,3,130
2016-06-11 03:00:00,3892,163,6,12,4,120
2016-06-11 04:00:00,3893,163,6,12,5,120
2016-06-11 05:00:00,3894,163,6,12,6,120
2016-06-11 06:00:00,3895,163,6,12,7,140
2016-06-11 07:00:00,3896,163,6,12,8,150
2016-06-11 08:00:00,3897,163,6,12,9,190
2016-06-11 09:00:00,3898,163,6,12,10,200
2016-06-11 10:00:00,3899,163,6,12,11,200
2016-06-11 11:00:00,3900,163,6,12,12,230
2016-06-11 12:00:00,3901,163,6,12,13,240
2016-06-11 13:00:00,3902,163,6,12,14,200
2016-06-11 14:00:00,3903,163,6,12,15,220
2016-06-11 15:00:00,3904,163,6,12,16,230
2016-06-11 16:00:00,3905,163,6,12,17,230
2016-06-11 17:00:00,3906,163,6,12,18,230
2016-06-11 18:00:00,3907,163,6,12,19,210
2016-06-11 19:00:00,3908,163,6,12,20,220
2016-06-11 20:00:00,3909,163,6,12,21,240
2016-06-11 21:00:00,3910,163,6,12,22,220
2016-06-11 22:00:00,3911,163,6,12,23,210
2016-06-11 23:00:00,3912,163,6,12,24,210
2016-06-12 00:00:00,3913,164,6,13,1,170
2016-06-12 01:00:00,3914,164,6,13,2,150
2016-06-12 02:00:00,3915,164,6,13,3,130
2016-06-12 03:00:00,3916,164,6,13,4,120
2016-06-12 04:00:00,3917,164,6,13,5,120
2016-06-12 05:00:00,3918,164,6,13,6,120
2016-06-12 06:00:00,3919,164,6,13,7,140
2016-06-12 07:00:00,3920,164,6,13,8,150
2016-06-12 08:00:00,3921,164,6,13,9,190
2016-06-12 09:00:00,3922,164,6,13,10,200
2016-06-12 10:00:00,3923,164,6,13,11,200
2016-06-12 11:00:00,3924,164,6,13,12,230
2016-06-12 12:00:00,3925,164,6,13,13,240
2016-06-12 13:00:00,3926,164,6,13,14,200
2016-06-12 14:00:00,3927,164,6,13,15,220
2016-06-12 15:00:00,3928,164,6,13,16,230
2016-06-12 16:00:00,3929,164,6,13,17,230
2016-06-12 17:00:00,3930,164,6,13,18,230
2016-06-12 18:00:00,3931,164,6,13,19,210
2016-06-12 19:00:00,3932,164,6,13,20,220
2016-06-12 20:00:00,3933,164,6,13,21,240
2016-06-12 21:00:00,3934,164,6,13,22,220
2016-06-12 22:00:00,3935,164,6,13,23,210
2016-06-12 23:00:00,3936,164,6,13,24,210
2016-06-13 00:00:00,3937,165,6,14,1,170
2016-06-13 01:00:00,3938,165,6,14,2,150
2016-06-13 02:00:00,3939,165,6,14,3,130
2016-06-13 03:00:00,3940,165,6,14,4,120
2016-06-13 04:00:00,3941,165,6,14,5,120
2016-06-13 05:00:00,3942,165,6,14,6,120
2016-06-13 06:00:00,3943,165,6,14,7,140
2016-06-13 07:00:00,3944,165,6,14,8,150
2016-06-13 08:00:00,3945,165,6,14,9,190
2016-06-13 09:00:00,3946,165,6,14,10,200
2016-06-13 10:00:00,3947,165,6,14,11,200
2016-06-13 11:00:00,3948,165,6,14,12,230
2016-06-13 12:00:00,3949,165,6,14,13,240
2016-06-13 13:00:00,3950,165,6,14,14,200
2016-06-13 14:00:00,3951,165,6,14,15,220
2016-06-13 15:00:00,3952,165,6,14,16,230
2016-06-13 16:00:00,3953,165,6,14,17,230
2016-06-13 17:00:00,3954,165,6,14,18,230
2016-06-13 18:00:00,3955,165,6,14,19,210
2016-06-13 19:00:00,3956,165,6,14,20,220
2016-06-13 20:00:00,3957,165,6,14,21,240
2016-06-13 21:00:00,3958,165,6,14,22,220
2016-06-13 22:00:00,3959,165,6,14,23,210
2016-06-13 23:00:00,3960,165,6,14,24,210
2016-06-14 00:00:00,3961,166,6,15,1,170
2016-06-14 01:00:00,3962,166,6,15,2,150
2016-06-14 02:00:00,3963,166,6,15,3,130
2016-06-14 03:00:00,3964,166,6,15,4,120
2016-06-14 04:00:00,3965,166,6,15,5,120
2016-06-14 05:00:00,3966,166,6,15,6,120
2016-06-14 06:00:00,3967,166,6,15,7,140
2016-06-14 07:00:00,3968,166,6,15,8,150
2016-06-14 08:00:00,3969,166,6,15,9,190
2016-06-14 09:00:00,3970,166,6,15,10,200
2016-06-14 10:00:00,3971,166,6,15,11,200
2016-06-14 11:00:00,3972,166,6,15,12,230
2016-06-14 12:00:00,3973,166,6,15,13,240
2016-06-14 13:00:00,3974,166,6,15,14,200
2016-06-14 14:00:00,3975,166,6,15,15,220
2016-06-14 15:00:00,3976,166,6,15,16,230
2016-06-14 16:00:00,3977,166,6,15,17,230
2016-06-14 17:00:00,3978,166,6,15,18,230
2016-06-14 18:00:00,3979,166,6,15,19,210
2016-06-14 19:00:00,3980,166,6,15,20,220
2016-06-14 20:00:00,3981,166,6,15,21,240
2016-06-14 21:00:00,3982,166,6,15,22,220
2016-06-14 22:00:00,3983,166,6,15,23,210
2016-06-14 23:00:00,3984,166,6,15,24,210
2016-06-15 00:00:00,3985,167,6,16,1,170
2016-06-15 01:00:00,3986,167,6,16,2,150
2016-06-15 02:00:00,3987,167,6,16,3,130
2016-06-15 03:00:00,3988,167,6,16,4,120
2016-06-15 04:00:00,3989,167,6,16,5,120
2016-06-15 05:00:00,3990,167,6,16,6,120
2016-06-15 06:00:00,3991,167,6,16,7,140
2016-06-15 07:00:00,3992,167,6,16,8,150
2016-06-15 08:00:00,3993,167,6,16,9,190
2016-06-15 09:00:00,3994,167,6,16,10,200
2016-06-15 10:00:00,3995,167,6,16,11,200
2016-06-15 11:00:00,3996,167,6,16,12,230
2016-06-15 12:00:00,3997,167,6,16,13,240
2016-06-15 13:00:00,3998,167,6,16,14,200
2016-06-15 14:00:00,3999,167,6,16,15,220
2016-06-15 15:00:00,4000,167,6,16,16,230
2016-06-15 16:00:00,4001,167,6,16,17,230
2016-06-15 17:00:00,4002,167,6,16,18,230
2016-06-15 18:00:00,4003,167,6,16,19,210
2016-06-15 19:00:00,4004,167,6,16,20,220
2016-06-15 20:00:00,4005,167,6,16,21,240
2016-06-15 21:00:00,4006,167,6,16,22,220
2016-06-15 22:00:00,4007,167,6,16,23,210
2016-06-15 23:00:00,4008,167,6,16,24,210
2016-06-16 00:00:00,4009,168,6,17,1,170
2016-06-16 01:00:00,4010,168,6,17,2,150
2016-06-16 02:00:00,4011,168,6,17,3,130
2016-06-16 03:00:00,4012,168,6,17,4,120
2016-06-16 04:00:00,4013,168,6,17,5,120
2016-06-16 05:00:00,4014,168,6,17,6,120
2016-06-16 06:00:00,4015,168,6,17,7,140
2016-06-16 07:00:00,4016,168,6,17,8,150
2016-06-16 08:00:00,4017,168,6,17,9,190
2016-06-16 09:00:00,4018,168,6,17,10,200
2016-06-16 10:00:00,4019,168,6,17,11,200
2016-06-16 11:00:00,4020,168,6,17,12,230
2016-06-16 12:00:00,4021,168,6,17,13,240
2016-06-16 13:00:00,4022,168,6,17,14,200
2016-06-16 14:00:00,4023,168,6,17,15,220
2016-06-16 15:00:00,4024,168,6,17,16,230
2016-06-16 16:00:00,4025,168,6,17,17,230
2016-06-16 17:00:00,4026,168,6,17,18,230
2016-06-16 18:00:00,4027,168,6,17,19,210
2016-06-16 19:00:00,4028,168,6,17,20,220
2016-06-16 20:00:00,4029,168,6,17,21,240
2016-06-16 21:00:00,4030,168,6,17,22,220
2016-06-16 22:00:00,4031,168,6,17,23,210
2016-06-16 23:00:00,4032,168,6,17,24,210
2016-06-17 00:00:00,4033,169,6,18,1,170
2016-06-17 01:00:00,4034,169,6,18,2,150
2016-06-17 02:00:00,4035,169,6,18,3,130
2016-06-17 03:00:00,4036,169,6,18,4,120
2016-06-17 04:00:00,4037,169,6,18,5,120
2016-06-17 05:00:00,4038,169,6,18,6,120
2016-06-17 06:00:00,4039,169,6,18,7,140
2016-06-17 07:00:00,4040,169,6,18,8,150
2016-06-17 08:00:00,4041,169,6,18,9,190
2016-06-17 09:00:00,4042,169,6,18,10,200
2016-06-17 10:00:00,4043,169,6,18,11,200
2016-06-17 11:00:00,4044,169,6,18,12,230
2016-06-17 12:00:00,4045,169,6,18,13,240
2016-06-17 13:00:00,4046,169,6,18,14,200
2016-06-17 14:00:00,4047,169,6,18,15,220
2016-06-17 15:00:00,4048,169,6,18,16,230
2016-06-17 16:00:00,4049,169,6,18,17,230
2016-06-17 17:00:00,4050,169,6,18,18,230
2016-06-17 18:00:00,4051,169,6,18,19,210
2016-06-17 19:00:00,4052,169,6,18,20,220
2016-06-17 20:00:00,4053,169,6,18,21,240
2016-06-17 21:00:00,4054,169,6,18,22,220
2016-06-17 22:00:00,4055,169,6,18,23,210
2016-06-17 23:00:00,4056,169,6,18,24,210
2016-06-18 00:00:00,4057,170,6,19,1,170
2016-06-18 01:00:00,4058,170,6,19,2,150
2016-06-18 02:00:00,4059,170,6,19,3,130
2016-06-18 03:00:00,4060,170,6,19,4,120
2016-06-18 04:00:00,4061,170,6,19,5,120
2016-06-18 05:00:00,4062,170,6,19,6,120
2016-06-18 06:00:00,4063,170,6,19,7,140
2016-06-18 07:00:00,4064,170,6,19,8,150
2016-06-18 08:00:00,4065,170,6,19,9,190
2016-06-18 09:00:00,4066,170,6,19,10,200
2016-06-18 10:00:00,4067,170,6,19,11,200
2016-06-18 11:00:00,4068,170,6,19,12,230
2016-06-18 12:00:00,4069,170,6,19,13,240
2016-06-18 13:00:00,4070,170,6,19,14,200
2016-06-18 14:00:00,4071,170,6,19,15,220
2016-06-18 15:00:00,4072,170,6,19,16,230
2016-06-18 16:00:00,4073,170,6,19,17,230
2016-06-18 17:00:00,4074,170,6,19,18,230
2016-06-18 18:00:00,4075,170,6,19,19,210
2016-06-18 19:00:00,4076,170,6,19,20,220
2016-06-18 20:00:00,4077,170,6,19,21,240
2016-06-18 21:00:00,4078,170,6,19,22,220
2016-06-18 22:00:00,4079,170,6,19,23,210
2016-06-18 23:00:00,4080,170,6,19,24,210
2016-06-19 00:00:00,4081,171,6,20,1,170
2016-06-19 01:00:00,4082,171,6,20,2,150
2016-06-19 02:00:00,4083,171,6,20,3,130
2016-06-19 03:00:00,4084,171,6,20,4,120
2016-06-19 04:00:00,4085,171,6,20,5,120
2016-06-19 05:00:00,4086,171,6,20,6,120
2016-06-19 06:00:00,4087,171,6,20,7,140
2016-06-19 07:00:00,4088,171,6,20,8,150
2016-06-19 08:00:00,4089,171,6,20,9,190
2016-06-19 09:00:00,4090,171,6,20,10,200
2016-06-19 10:00:00,4091,171,6,20,11,200
2016-06-19 11:00:00,4092,171,6,20,12,230
2016-06-19 12:00:00,4093,171,6,20,13,240
2016-06-19 13:00:00,4094,171,6,20,14,200
2016-06-19 14:00:00,4095,171,6,20,15,220
2016-06-19 15:00:00,4096,171,6,20,16,230
2016-06-19 16:00:00,4097,171,6,20,17,230
2016-06-19 17:00:00,4098,171,6,20,18,230
2016-06-19 18:00:00,4099,171,6,20,19,210
2016-06-19 19:00:00,4100,171,6,20,20,220
2016-06-19 20:00:00,4101,171,6,20,21,240
2016-06-19 21:00:00,4102,171,6,20,22,220
2016-06-19 22:00:00,4103,171,6,20,23,210
2016-06-19 23:00:00,4104,171,6,20,24,210
2016-06-20 00:00:00,4105,172,6,21,1,170
2016-06-20 01:00:00,4106,172,6,21,2,150
2016-06-20 02:00:00,4107,172,6,21,3,130
2016-06-20 03:00:00,4108,172,6,21,4,120
2016-06-20 04:00:00,4109,172,6,21,5,120
2016-06-20 05:00:00,4110,172,6,21,6,120
2016-06-20 06:00:00,4111,172,6,21,7,140
2016-06-20 07:00:00,4112,172,6,21,8,150
2016-06-20 08:00:00,4113,172,6,21,9,190
2016-06-20 09:00:00,4114,172,6,21,10,200
2016-06-20 10:00:00,4115,172,6,21,11,200
2016-06-20 11:00:00,4116,172,6,21,12,230
2016-06-20 12:00:00,4117,172,6,21,13,240
2016-06-20 13:00:00,4118,172,6,21,14,200
2016-06-20 14:00:00,4119,172,6,21,15,220
2016-06-20 15:00:00,4120,172,6,21,16,230
2016-06-20 16:00:00,4121,172,6,21,17,230
2016-06-20 17:00:00,4122,172,6,21,18,230
2016-06-20 18:00:00,4123,172,6,21,19,210
2016-06-20 19:00:00,4124,172,6,21,20,220
2016-06-20 20:00:00,4125,172,6,21,21,240
2016-06-20 21:00:00,4126,172,6,21,22,220
2016-06-20 22:00:00,4127,172,6,21,23,210
2016-06-20 23:00:00,4128,172,6,21,24,210
2016-06-21 00:00:00,4129,173,6,22,1,170
2016-06-21 01:00:00,4130,173,6,22,2,150
2016-06-21 02:00:00,4131,173,6,22,3,130
2016-06-21 03:00:00,4132,173,6,22,4,120
2016-06-21 04:00:00,4133,173,6,22,5,120
2016-06-21 05:00:00,4134,173,6,22,6,120
2016-06-21 06:00:00,4135,173,6,22,7,140
2016-06-21 07:00:00,4136,173,6,22,8,150
2016-06-21 08:00:00,4137,173,6,22,9,190
2016-06-21 09:00:00,4138,173,6,22,10,200
2016-06-21 10:00:00,4139,173,6,22,11,200
2016-06-21 11:00:00,4140,173,6,22,12,230
2016-06-21 12:00:00,4141,173,6,22,13,240
2016-06-21 13:00:00,4142,173,6,22,14,200
2016-06-21 14:00:00,4143,173,6,22,15,220
2016-06-21 15:00:00,4144,173,6,22,16,230
2016-06-21 16:00:00,4145,173,6,22,17,230
2016-06-21 17:00:00,4146,173,6,22,18,230
2016-06-21 18:00:00,4147,173,6,22,19,210
2016-06-21 19:00:00,4148,173,6,22,20,220
2016-06-21 20:00:00,4149,173,6,22,21,240
2016-06-21 21:00:00,4150,173,6,22,22,220
2016-06-21 22:00:00,4151,173,6,22,23,210
2016-06-21 23:00:00,4152,173,6,22,24,210
2016-06-22 00:00:00,4153,174,6,23,1,170
2016-06-22 01:00:00,4154,174,6,23,2,150
2016-06-22 02:00:00,4155,174,6,23,3,130
2016-06-22 03:00:00,4156,174,6,23,4,120
2016-06-22 04:00:00,4157,174,6,23,5,120
2016-06-22 05:00:00,4158,174,6,23,6,120
2016-06-22 06:00:00,4159,174,6,23,7,140
2016-06-22 07:00:00,4160,174,6,23,8,150
2016-06-22 08:00:00,4161,174,6,23,9,190
2016-06-22 09:00:00,4162,174,6,23,10,200
2016-06-22 10:00:00,4163,174,6,23,11,200
2016-06-22 11:00:00,4164,174,6,23,12,230
2016-06-22 12:00:00,4165,174,6,23,13,240
2016-06-22 13:00:00,4166,174,6,23,14,200
2016-06-22 14:00:00,4167,174,6,23,15,220
2016-06-22 15:00:00,4168,174,6,23,16,230
2016-06-22 16:00:00,4169,174,6,23,17,230
2016-06-22 17:00:00,4170,174,6,23,18,230
2016-06-22 18:00:00,4171,174,6,23,19,210
2016-06-22 19:00:00,4172,174,6,23,20,220
2016-06-22 20:00:00,4173,174,6,23,21,240
2016-06-22 21:00:00,4174,174,6,23,22,220
2016-06-22 22:00:00,4175,174,6,23,23,210
2016-06-22 23:00:00,4176,174,6,23,24,210
2016-06-23 00:00:00,4177,175,6,24,1,170
2016-06-23 01:00:00,4178,175,6,24,2,150
2016-06-23 02:00:00,4179,175,6,24,3,130
2016-06-23 03:00:00,4180,175,6,24,4,120
2016-06-23 04:00:00,4181,175,6,24,5,120
2016-06-23 05:00:00,4182,175,6,24,6,120
2016-06-23 06:00:00,4183,175,6,24,7,140
2016-06-23 07:00:00,4184,175,6,24,8,150
2016-06-23 08:00:00,4185,175,6,24,9,190
2016-06-23 09:00:00,4186,175,6,24,10,200
2016-06-23 10:00:00,4187,175,6,24,11,200
2016-06-23 11:00:00,4188,175,6,24,12,230
2016-06-23 12:00:00,4189,175,6,24,13,240
2016-06-23 13:00:00,4190,175,6,24,14,200
2016-06-23 14:00:00,4191,175,6,24,15,220
2016-06-23 15:00:00,4192,175,6,24,16,230
2016-06-23 16:00:00,4193,175,6,24,17,230
2016-06-23 17:00:00,4194,175,6,24,18,230
2016-06-23 18:00:00,4195,175,6,24,19,210
2016-06-23 19:00:00,4196,175,6,24,20,220
2016-06-23 20:00:00,4197,175,6,24,21,240
2016-06-23 21:00:00,4198,175,6,24,22,220
2016-06-23 22:00:00,4199,175,6,24,23,210
2016-06-23 23:00:00,4200,175,6,24,24,210
2016-06-24 00:00:00,4201,176,6,25,1,170
2016-06-24 01:00:00,4202,176,6,25,2,150
2016-06-24 02:00:00,4203,176,6,25,3,130
2016-06-24 03:00:00,4204,176,6,25,4,120
2016-06-24 04:00:00,4205,176,6,25,5,120
2016-06-24 05:00:00,4206,176,6,25,6,120
2016-06-24 06:00:00,4207,176,6,25,7,140
2016-06-24 07:00:00,4208,176,6,25,8,150
2016-06-24 08:00:00,4209,176,6,25,9,190
2016-06-24 09:00:00,4210,176,6,25,10,200
2016-06-24 10:00:00,4211,176,6,25,11,200
2016-06-24 11:00:00,4212,176,6,25,12,230
2016-06-24 12:00:00,4213,176,6,25,13,240
2016-06-24 13:00:00,4214,176,6,25,14,200
2016-06-24 14:00:00,4215,176,6,25,15,220
2016-06-24 15:00:00,4216,176,6,25,16,230
2016-06-24 16:00:00,4217,176,6,25,17,230
2016-06-24 17:00:00,4218,176,6,25,18,230
2016-06-24 18:00:00,4219,176,6,25,19,210
2016-06-24 19:00:00,4220,176,6,25,20,220
2016-06-24 20:00:00,4221,176,6,25,21,240
2016-06-24 21:00:00,4222,176,6,25,22,220
2016-06-24 22:00:00,4223,176,6,25,23,210
2016-06-24 23:00:00,4224,176,6,25,24,210
2016-06-25 00:00:00,4225,177,6,26,1,170
2016-06-25 01:00:00,4226,177,6,26,2,150
2016-06-25 02:00:00,4227,177,6,26,3,130
2016-06-25 03:00:00,4228,177,6,26,4,120
2016-06-25 04:00:00,4229,177,6,26,5,120
2016-06-25 05:00:00,4230,177,6,26,6,120
2016-06-25 06:00:00,4231,177,6,26,7,140
2016-06-25 07:00:00,4232,177,6,26,8,150
2016-06-25 08:00:00,4233,177,6,26,9,190
2016-06-25 09:00:00,4234,177,6,26,10,200
2016-06-25 10:00:00,4235,177,6,26,11,200
2016-06-25 11:00:00,4236,177,6,26,12,230
2016-06-25 12:00:00,4237,177,6,26,13,240
2016-06-25 13:00:00,4238,177,6,26,14,200
2016-06-25 14:00:00,4239,177,6,26,15,220
2016-06-25 15:00:00,4240,177,6,26,16,230
2016-06-25 16:00:00,4241,177,6,26,17,230
2016-06-25 17:00:00,4242,177,6,26,18,230
2016-06-25 18:00:00,4243,177,6,26,19,210
2016-06-25 19:00:00,4244,177,6,26,20,220
2016-06-25 20:00:00,4245,177,6,26,21,240
2016-06-25 21:00:00,4246,177,6,26,22,220
2016-06-25 22:00:00,4247,177,6,26,23,210
2016-06-25 23:00:00,4248,177,6,26,24,210
2016-06-26 00:00:00,4249,178,6,27,1,170
2016-06-26 01:00:00,4250,178,6,27,2,150
2016-06-26 02:00:00,4251,178,6,27,3,130
2016-06-26 03:00:00,4252,178,6,27,4,120
2016-06-26 04:00:00,4253,178,6,27,5,120
2016-06-26 05:00:00,4254,178,6,27,6,120
2016-06-26 06:00:00,4255,178,6,27,7,140
2016-06-26 07:00:00,4256,178,6,27,8,150
2016-06-26 08:00:00,4257,178,6,27,9,190
2016-06-26 09:00:00,4258,178,6,27,10,200
2016-06-26 10:00:00,4259,178,6,27,11,200
2016-06-26 11:00:00,4260,178,6,27,12,230
2016-06-26 12:00:00,4261,178,6,27,13,240
2016-06-26 13:00:00,4262,178,6,27,14,200
2016-06-26 14:00:00,4263,178,6,27,15,220
2016-06-26 15:00:00,4264,178,6,27,16,230
2016-06-26 16:00:00,4265,178,6,27,17,230
2016-06-26 17:00:00,4266,178,6,27,18,230
2016-06-26 18:00:00,4267,178,6,27,19,210
2016-06-26 19:00:00,4268,178,6,27,20,220
2016-06-26 20:00:00,4269,178,6,27,21,240
2016-06-26 21:00:00,4270,178,6,27,22,220
2016-06-26 22:00:00,4271,178,6,27,23,210
